id;word;art;mean;art_chosen;art_right;art_wrong;categ
4712;erben x vererben;;receber herança x dar herança;;0;0;0
4713;eintragen;;to register sth/sb (reception);;0;0;0
4714;Einzelne;der;individuo;;0;0;0
4715;unter vier augen;;tête à tête;;0;0;0
4716;Konzern;der;group of companies;;0;0;0
4717;ausbrechen x aufbrechen;;to erupt x to force sth to open (priosioneiros na cadeia);;0;0;0
4718;anbrechen;;to broach (romper), to dawn (day);;0;0;0
4719;beichten (jdm etw);;to confess sth to sb;;0;0;0
4720;Ahnen;die;ancestors (Ahnenforschung betreiben);;0;0;0
4721;Ich war auf den Spuren meiner Familie;;...;;0;0;0
4722;Geburtsurkunde;die;certificate of birth;;0;0;0
4723;Taufschein;der;baptismal certificate;;0;0;0
4724;Folge x das Resultat x das Ergebnis x die Auswirkung;die;"consequence x outcome x outcome;conclusion x effect, repercurssion";;0;0;0
4725;Glut;die;fervor (ficar vermelho de calor);;0;0;0
4726;verheimlichen (jdm etwas);;to conceal sth from sb, to hide sth from sb;;0;0;0
4727;verleugnen;;to deny, to negate;;0;0;0
4728;zerschlagen;;to break, to desintegrate;;0;0;0
4729;Irre;der;lunatic, maniac;;0;0;0
4730;sich irren;;to make a mistake (Irren ist menschlich);;0;0;0
4731;Antrieb;der;engine (treiben = algo que faz continuamente);;0;0;0
4732;antreiben;;to fuel sth, to propel, to push sth on);;0;0;0
4733;Treibhaus;das;greenhouse;;0;0;0
4734;übertreiben x untertreiben;;to exaggerate x to understate;;0;0;0
4735;Witterung;die;atmospheric conditions, weather;;0;0;0
4736;harren (auf etwas) ;;to wait;;0;0;0
4737;zwanghaft;;obsessive;;0;0;0
4738;Schnurrbart x die Schnur;der;mustache x lace (shoelace);;0;0;0
4739;trauen;;to trust (DAT) [Ich traute meinen Augen nicht!], to dare (sich trauen, etwas zu tun = to dare to do sth);;0;0;0
4740;trauen x trauern;;to marry sb, to trust sb x to lament, to mourn (um jdn ~);;0;0;0
4741;zickig;;touchy (chorão);;0;0;0
4742;Hut x die Hut;der;cap, hat x protection;;0;0;0
4743;Hütehund;der;herding dog, sheepdog;;0;0;0
4744;handeln mit x handeln von;;to trade x erzählen über;;0;0;0
4745;klitzerklein;;itsy-bitsy (very small) tiny;;0;0;0
4746;Posaune;die;trombone;;0;0;0
4747;Angsthase;der;scared cat, coward;;0;0;0
4748;anfeuern;;to cheer for sth/sb;;0;0;0
4749;vertraut;;familiar, close (~ sein);;0;0;0
4750;geborgen;;secure (sich ~ fühlen = to feel safe);;0;0;0
4751;Zugehörigkeit;die;membership, affiliation;;0;0;0
4752;Zeitverschiebung;die;time difference;;0;0;0
4753;Bestimmungen;die;regulations, terms;;0;0;0
4754;Glaubensatz;der;doctrine, dogma;;0;0;0
4755;Umsetzen;das;conversion (book into film), transcription;;0;0;0
4756;tuscheln;;to whisper;;0;0;0
4757;versprechen x sich versprechen;;to promise x se enganar (ao falar);;0;0;0
4758;Überlegenheit;die;superiority;;0;0;0
4759;demnnach;;according to that/this, thus;;0;0;0
4760;entschlüsseln;;to decode, to decipher;;0;0;0
4761;Gebärden;die;gesture;;0;0;0
4762;artgerecht;;appropriate to the species;;0;0;0
4763;schmusen;;acariciar, to cuddle (mit jdm ~ = to cuddle sb);;0;0;0
4764;klammheimlich;;clandestine, on the quite;;0;0;0
4765;Pfote;die;paw;;0;0;0
4766;Klette;die;planta que gruda na roupa...;;0;0;0
4767;hinterher (adv);;behind (räumlich), afterwards (zeitlich);;0;0;0
4768;rauslavieren;;to escape;;0;0;0
4769;verkehren;;to run (fahren), to fly (flugzeug);;0;0;0
4770;Sponti;der;member of alternative movement rejecting traditional procedures;;0;0;0
4771;Bewährung;die;probation (JUR) (= condicional);;0;0;0
4772;Stuss;der; nonsense;;0;0;0
4773;schmieren;;to spread, to butter, to grease, to lubricate;;0;0;0
4774;albern (adj);;silly, stupid, nonsense;;0;0;0
4775;SpieBbürger (in);der;bourgeois (pejorativo = burguês);;0;0;0
4776;unversucht (adj);;nichts ~ lassen = to try everything;;0;0;0
4777;Schlauch;der;hose, tube (MED) (auf dem ~ stehen = not to have a clue, to be stuck);;0;0;0
4778;immer zu! Nur zu! ;;just keep on!;;0;0;0
4779;hinbekommen = hinkriegen;;to manage (du hast das gut hingekriegt = you have made a nice job of it);;0;0;0
4780;kokett;;A woman who makes teasing sexual or romantic overtures = a flirt;;0;0;0
4781;schmollen;;estar de mau humor, pout, sulk, to be annoyed;;0;0;0
4782;Ernährer(in);der;breadwinner (quem sustenta a família, ganha-pão);;0;0;0
4783;Jetsetter;der;jet set, alta-sociedade;;0;0;0
4784;Henker;der;hangman, carrasco;;0;0;0
4785;Kenner(in);der;expert, connoisseur;;0;0;0
4786;Könner(in);der;expert;;0;0;0
4787;zügig;;quickly;;0;0;0
4788;Ochs(e);der;ox (búfalo);;0;0;0
4789;maulen;;to moan;;0;0;0
4790;Schnepfe;die;snipe (pássaro), silly cow (umg);;0;0;0
4791;"""Sau""";die;pig (= Schwein);;0;0;0
4792;Spatz;der;sparrow (pássaro);;0;0;0
4793;Igel;der;hedgehog = porco-espinho;;0;0;0
4794;vollziehen;;to take place, to carry out, to perform;;0;0;0
4795;Geier;der;urubú, vulture;;0;0;0
4796;Kröte;die;toad, rã (sapo);;0;0;0
4797;Abbildung;die;depiction, portrayal, illustration;;0;0;0
4798;Banause(in);der;peasant (pej) alguém que não entende de nada ou de arte;;0;0;0
4799;aufklappen;;to open up;;0;0;0
4800;basteln;;to do handicrafts, to make things with one´s hand;;0;0;0
4801;auf eigene Faust;;allein, selbständige, ohne fremde Hilfe und Unterstützung;;0;0;0
4802;Staffelei;die;easel (suporte para pintura);;0;0;0
4803;Staffel;die;echelon (= Formation), squadron (FLUG = Einheit);;0;0;0
4804;Haltung;die;posture, position, attitude;;0;0;0
4805;Lichtblick;der;ray of rope;;0;0;0
4806;trauen + DAT;;to trust (einer Sache nicht ~);;0;0;0
4807;sich trauen;;sich (AKK) ~, etwas zu tun (to dare);;0;0;0
4808;trauen (vt);;to marry;;0;0;0
4809;Strafmandat;das;ticket (fine, punishment);;0;0;0
4810;Moll;das;minor (MUS), a-Moll = A minor;;0;0;0
4811;labern;;to talk, to prattle (conversa fiada, prosa);;0;0;0
4812;Bock;der;lust, spaB (null ~! = I don´t feel like it) (~ haben, etwas zu tun = to fancy doing sth);;0;0;0
4813;brüten;;to incubate;;0;0;0
4814;FuBabtreter;der;tapete que fica antes da porta para receber, capacho;;0;0;0
4815;Welpe;der;pup (filhote de cachorro, lobo, fox);;0;0;0
4816;schnuckelig;;cosy, cute;;0;0;0
4817;auf dem Schlauch stehen;;nicht begreifen (not to have a clue) (Schlauch = hose, tube(MED);;0;0;0
4818;bilanzieren;;to balance, to assess (fig);;0;0;0
4819;ggf. (gegebenenfalls) (adv);;eventualmente;;0;0;0
4820;wühlen (nach);;to dig, to rummage (procurar com afinco);;0;0;0
4821;konsequent;;consistent, consistently;;0;0;0
4822;Scheune;die;celeiro, barn, ein Gebäude auf einem Bauernhof o. Ä., in dem z. B. Stroh gelagert wird;;0;0;0
4823;womöglich;;possibly (Adv);;0;0;0
4824;Gedränge;das;crowd (Menschenmenge);;0;0;0
4825;zermürben;;(jdn ~= to wear sb down);;0;0;0
4826;Fetzen;der;shred, scrap, abgerissen (satzfetzen);;0;0;0
4827;zucken x zücken;;to twitch (nervös) x to pull out (Pistole, Messer);;0;0;0
4828;Knall;der;bang, crack, slam (bei Tür);;0;0;0
4829;Sträfling;der;prisoner;;0;0;0
4830;Spalt;der;gap (öffnung), crack (= Riss);;0;0;0
4831;schmal;;narrow, slender (Taille, Hüfte), thin;;0;0;0
4832;Mief;der;stale air (muffig), stink (= Gestank);;0;0;0
4833;Abschrift;die;copy;;0;0;0
4834;Panzer;der;tank (MIL), shell, shield;;0;0;0
4835;Aufbruch;der;departure;;0;0;0
4836;zerbröckeln;;to crumble;;0;0;0
4837;Kniekehle;die;back of the knee;;0;0;0
4838;Pelle;die;skin, peel;;0;0;0
4839;rau;;rough, hoarse, sore, harsh (Ihre Stimmer war ~ vor Emotion);;0;0;0
4840;Lok;die;engine;;0;0;0
4841;Pranke;die;paw;;0;0;0
4842;Kante;die;edge, border;;0;0;0
4843;feige;;cowardly;;0;0;0
4844;findig;;resourceful;;0;0;0
4845;Aufsatz;der;essay, top part;;0;0;0
4846;Acker;der;field (= Feld);;0;0;0
4847;verstimmen;;to put out of tune, to put out;;0;0;0
4848;Geschwätz;das;gossip, prattle;;0;0;0
4849;sich (DAT) etwas vornehmen;;to get to work on sth, put effort on sth, to intend to do sth;;0;0;0
4850;Vorzeichnen;das;early sympton (MED), sign (MATHE);;0;0;0
4851;schnippen;;(mit den Fingern schnippen = to snap one´s finger (MUS) estalar os dedos;;0;0;0
4852;rauschen;;to roar (wasser), to murmur, to hiss (Lautsprecher);;0;0;0
4853;Garde;die;guard;;0;0;0
4854;Blüte;die;flower, bloom, blossom;;0;0;0
4855;betören;;bewitch (enfeitiçar);;0;0;0
4856;Gefangenschaft;die;captivity;;0;0;0
4857;ausradieren;;to wipe out;;0;0;0
4858;fesseln;;to tie, to bind, to handcuff;;0;0;0
4859;Gasse;die;lane, alley (way), (=Durchgang);;0;0;0
4860;schlapp;;worn-out (erschöpft);;0;0;0
4861;ratzfatz;;sehr schnell, in a flash;;0;0;0
4862;lau;;mild;;0;0;0
4863;Skistock;der;ski stick;;0;0;0
4864;knicken;;"to snap, to fold (""nicht ~! = don~t bend oder fold)";;0;0;0
4865;geknickt;;dejected = abatido, triste, desanimado;;0;0;0
4866;Plüsch;der;plush (pelúcia);;0;0;0
4867;Anlage;die;plant, park (Parkanlage), investment (Kapitalanlage), (Stereo~ = equipamento de som);;0;0;0
4868;Schnelle;die;speed (etwas auf die ~ machen = to do sth quick oder in a rush);;0;0;0
4869;Dauerwelle;die;perm (permanente wave (permanente de cabelo);;0;0;0
4870;allerhand;;all kinds of things (das ist já ~! = that is too much);;0;0;0
4871;Zenit;der;zenith, auge, apogeu (at his zenith = em seu apogeu);;0;0;0
4872;ausmalen;;sich (DAT) etwas ~ = to imagine sth;;0;0;0
4873;Vorwand;der;pretext (unter dem ~, dass... = under the pretext that...);;0;0;0
4874;abfinden;;to pay off, to compensate (= entschädigen);;0;0;0
4875;Erdkunde;die;geography;;0;0;0
4876;eifrig;;eager;;0;0;0
4877;Karwoche;die;Holy week (Kirche);;0;0;0
4878;Genugtuung;die;satisfaction;;0;0;0
4879;Belang;der;importance;;0;0;0
4880;Vorkämpfer(in);der;pioneer (für);;0;0;0
4881;Kummer;der;sorrow (jdm Kummer machen = to cause sb worry);;0;0;0
4882;Anziehung;die;attraction;;0;0;0
4883;Aschenputtel;das;Cinderela;;0;0;0
4884;Nachweis;der;proof, certificate (als ~ = as proof);;0;0;0
4885;Vorschuss;der;advance;;0;0;0
4886;Vorzug;der;preference;;0;0;0
4887;mulmig;;uncomfortable, (umg = bedenklich);;0;0;0
4888;nüchtern;;sober;;0;0;0
4889;Klatsch;der;gossip (=zeitschriften);;0;0;0
4890;entgegnen;;to reply;;0;0;0
4891;unmittelbar;;immediate, direct, immediately, directly;;0;0;0
4892;Jammer;der;misery (=Elend);;0;0;0
4893;Rappen;der;centime (Schweiz);;0;0;0
4894;im Zweifelsfall;;when in doubt;;0;0;0
4895;Freier;der;prstitutes´s client, john (US umg);;0;0;0
4896;Gewerbe;das;trade;;0;0;0
4897;liebkosen;;to caress, to fondle;;0;0;0
4898;widmen;;to dedicate (jdm etwas ~), to devote oneself to;;0;0;0
4899;sich nicht um jdn/etwas scheren;;not to care about sb/sth;;0;0;0
4900;Aberglaube;der;superstition;;0;0;0
4901;begehren;;to desire;;0;0;0
4902;Segnung;die;blessing;;0;0;0
4903;revanchieren;;to reciprocate;;0;0;0
4904;zynisch;;cynical;;0;0;0
4905;verhüllen;;to cover, to veil, to mask;;0;0;0
4906;zitieren;;to quote;;0;0;0
4907;Narbe;die;scar;;0;0;0
4908;Gebot;das;"( Gesetz) law; ( Vorschrift) rule; BIBEL commandment";;0;0;0
4909;mangeln;;to iron, faltar (es ~t an etwas = there is a lack of sth);;0;0;0
4910;entkommen;;to escape;;0;0;0
4911;Riemen;der;belt, strap (Gürtel);;0;0;0
4912;Handschelle;die;handcuff (jdm ~n anlegen);;0;0;0
4913;verneigen;;to bow;;0;0;0
4914;peitschen;;to whip;;0;0;0
4915;Züchtigung;die;beating, [körperliche ~ = corporal punishment];;0;0;0
4916;Gänsehaut;die;pele arrepiada;;0;0;0
4917;eindringen;;to go into sth, enfiar;;0;0;0
4918;vortäuschen;;to fake;;0;0;0
4919;unvermittelt;;sudden, suddenly;;0;0;0
4920;segnen;;to bless;;0;0;0
4921;abbestellen;;to cancel;;0;0;0
4922;aufklären;;to enlighten;;0;0;0
4923;soeben;;just (this moment) (~ erschienen = just published);;0;0;0
4924;Hochachtung;die;deep respect (bei aller ~ vor jdm/etwas = with the greatest respect for sb/sth);;0;0;0
4925;hochachtungsvoll;;sincerely yours (briefschluss, bein Anrede mit Sir/Madam), yours  faithfully, yours sincerely;;0;0;0
4926;Kuppe;die;hilltop (Bergkuppe), tip (= Fingerkuppe);;0;0;0
4927;Darlegung;die;explanation;;0;0;0
4928;tadeln;;to criticize;;0;0;0
4929;schmunzeln;;to smile;;0;0;0
4930;befassen;;sich mit jdm/etwas befassen = to deal with sb/sth;;0;0;0
4931;flott;;quick, speedy;;0;0;0
4932;Gag;der;gag, gimmick, joke;;0;0;0
4933;Hauch;der;breath, breeze (=Luftzug), hint (=Andeutung);;0;0;0
4934;schräg;;sloping, diagonally, at an angle;;0;0;0
4935;zweierlei;;twofold (auf ~ Art = in 2 diferent ways);;0;0;0
4936;erstarren;;to grow stiff (Finger), to solidify (Flüssigkeit), to freeze;;0;0;0
4937;Zuwachs;der;growth, increase;;0;0;0
4938;BuBe;die;damages (Schadenersatz), fine (Geldstrafe);;0;0;0
4939;büBen;;to pay for (das wirst du mir büBen = I´ll make you pay for that);;0;0;0
4940;veralbern;;to make fun of;;0;0;0
4941;zusammenfassen;;to combine, to summarize (etwas in einem Satz ~);;0;0;0
4942;entrichten;;to pay (formal);;0;0;0
4943;Wertstoff;der;reusable material;;0;0;0
4944;Behälter;der;container;;0;0;0
4945;antörnen;;to turn on (umg, sex), (das törnt an = it turns you on);;0;0;0
4946;Maut;die;toll;;0;0;0
4947;Hinrichtung;die;execution (matar);;0;0;0
4948;dementsprechend;;correspondingly, accordingly (= demnach);;0;0;0
4949;ankündigen;;to announce, to advertise (in Zeitung etc.);;0;0;0
4950;plündern;;to loot (saquear), to raid (= ausrauben);;0;0;0
4951;Plünderer(in);der;looter (saqueador);;0;0;0
4952;schlagartig;;sudden, suddenly;;0;0;0
4953;reglos;;motionless;;0;0;0
4954;niedlich;;cute;;0;0;0
4955;Übelkeit;die;nausea (~ erregen = to cause nausea);;0;0;0
4956;Nachwuchs;der;young people, offspring;;0;0;0
4957;bescheiBen;;to cheat (umg);;0;0;0
4958;erlösen;;to save (= retten);;0;0;0
4959;qualmen;;to smoke (esfumaçar);;0;0;0
4960;unterlassen;;to refrain from;;0;0;0
4961;schmuddelig;;messy, filthy (= schmierig);;0;0;0
4962;Verhör;das;questionning, examination (bei Gericht), interrogatório;;0;0;0
4963;Beschwerde;die;complaint;;0;0;0
4964;besteigen;;to climb (Leiter, Turm), to get on (Bus, Flugzeug, Schiff);;0;0;0
4965;Sprengstoff;der;explosive, dynamite;;0;0;0
4966;umstellen;;to change, to surround;;0;0;0
4967;vervielfältigen;;to duplicate, to photocopy (= fotokopieren);;0;0;0
4968;pöbeln;;"to swear; andere in der Öffentlichkeit laut beleidigen";;0;0;0
4969;zeitweilig;;temporary, for a while (= kurzzeitig);;0;0;0
4970;blamieren;;to disgrace, to make a fool of oneself;;0;0;0
4971;sausen;;to buzz, to whistle, to roar;;0;0;0
4972;schuldfähig;;criminal responsible;;0;0;0
4973;Schnupperkurs;der;taster course (umg) ;;0;0;0
4974;schnuppern;;to sniff, to sample;;0;0;0
4975;zuzüglich;;plus (+ GEN), Der angebotone Preis gilt ~ Mehrwertsteuer.;;0;0;0
4976;verzeichnen;;to record (notieren), to enter (in a list);;0;0;0
4977;rügen;;to reprehend (wegen, für);;0;0;0
4978;Azubi (Auszubildende);der;trainee;;0;0;0
4979;Geborgenheit;die;security;;0;0;0
4980;übermitteln;;to convey, to transmit (Daten, Meldung);;0;0;0
4981;Fahnder(in);der;investigator;;0;0;0
4982;Hinsicht;die;(in dieser Hinsicht = in this respect) (in gewisser ~= in some respects) (in finanzieller Hinsicht = financially);;0;0;0
4983;Krippe;die;crèche, day care center, presépio;;0;0;0
4984;Zulage;die;extra pay, bonus;;0;0;0
4985;Ermächtigung;die;authorization;;0;0;0
4986;tauglich;;suitable, fit;;0;0;0
4987;Brandstiftung;die;arson (put fire);;0;0;0
4988;verzehren;;to consume;;0;0;0
4989;Gewebe;das;fabric, material, tissue;;0;0;0
4990;ermutigen;;to encourage;;0;0;0
4991;Schleier;der;veil;;0;0;0
4992;Zocker;der;gambler;;0;0;0
4993;Trümmer;die;ruins (in Trümmern liegen = to be in ruins);;0;0;0
4994;Rausch;der;"intoxication (Drogenrausch = high)  sich (Dat) einen Rausch antrinken to get drunk;";;0;0;0
4995;bevorzugen;;to prefer;;0;0;0
4996;versteigern;;to auction (leiloar);;0;0;0
4997;betäuben;;to (be)numb (Körperteil), to deaden (Nerv);;0;0;0
4998;Vormund;der;guardian;;0;0;0
4999;Spiegelung;die;reflection (Luftspiegelung = mirage);;0;0;0
5000;entlarven;;to unmask (ex: Spion), to uncover (Betrug);;0;0;0
5001;Trichter;der;funnel;;0;0;0
5002;naschhaft;;fond of sweet things;;0;0;0
5003;Schlingel;der;rascal;;0;0;0
5004;Laufbahn;die;career;;0;0;0
5005;ausgewogen;;balanced;;0;0;0
5006;Knöllchen;das;(parking) ticket (Strafzettel) (Knöllchen-Schreiber = cara que dá multa);;0;0;0
5007;Auftakt;der;start (=Beginn);;0;0;0
5008;Geisel;die;hostage (jdn als Geisel nehmen);;0;0;0
5009;verschonen;;to spare (jdn von etwas sb sth) (verschone mich damit! = spare me that!);;0;0;0
5010;Fertigkeit;die;skill;;0;0;0
5011;grauenhaft (grauenvoll);;atrocious, terrible (Schmerz);;0;0;0
5012;ausbeuten;;to exploit;;0;0;0
5013;verschmerzen;;to get over;;0;0;0
5014;abfüllen;;to fill (bottle, to bottle;;0;0;0
5015;verlosen;;to raffle (rifar, sortear);;0;0;0
5016;Verhängnis;das;katastrophe, disaster;;0;0;0
5017;umrechnen;;to convert (money);;0;0;0
5018;Gründlichkeit;die;thoroughness;;0;0;0
5019;er wuchs über sich selbst hinaus;;he surpassed himself;;0;0;0
5020;VerstoB;der;violation (gegen);;0;0;0
5021;verpennen;;to miss by oversleeping (verschlafen), to oversleep, to miss (Einsatz, verpassen);;0;0;0
5022;würgen;;to choke, to strangle;;0;0;0
5023;ernten;;to harvest (Getreide), to pick  (Äpfel);;0;0;0
5024;wie von Geisterhand;;as if by magic;;0;0;0
5025;Gewähr;die;guarantee (keine Gewähr für etwas bieten) (für etwas Gewähr leisten = to guarantee sth);;0;0;0
5026;Umfang;der;circunference (von Kreis etc, extent, range (in vollem Umfang = fully, entirely);;0;0;0
5027;Anschrift;die;address;;0;0;0
5028;Zustellung;die;delivery;;0;0;0
5029;ätzen;;to corrode;;0;0;0
5030;Erblindung;die;lost of sight;;0;0;0
5031;Mangelware;die;scarce commodity;;0;0;0
5032;auftauen;;to thaw = descongelar;;0;0;0
5033;nebensächlich;;minor, trivial;;0;0;0
5034;Polster;das;cushion, flab (=Fettpolster), reserve;;0;0;0
5035;Fackel;die;torch;;0;0;0
5036;Sinnlichkeit;die;sensuality;;0;0;0
5037;nachlässig;;careless;;0;0;0
5038;entstellen;;to disfigure, to distort;;0;0;0
5039;Aufwand;der;extravagancy;;0;0;0
5040;Erzeuger(in);der;manufacturer (HANDEL);;0;0;0
5041;Trabant;der;satellite;;0;0;0
5042;bahnbreschend;;pioneer;;0;0;0
5043;Geisterfahrer(in);der;ghost-driver (umg), person driving on the wrong way;;0;0;0
5044;so etwas ist mir noch nie vorgekommen;;such a thing has never happened to me before;;0;0;0
5045;kommt mir merkwürdig vor;das;that seems strange to me;;0;0;0
5046;sich (Dat) überflüssig vorkommen;;to feel superfluous;;0;0;0
5047;betreten x verlassen;;to enter, to walk on x to leave;;0;0;0
5048;Strähne;die;(=Haarsträhne) strand (fios de cabelo);;0;0;0
5049;ein für alle Mal;;(de) uma vez por todas;;0;0;0
5050;Lid;das;eyelid;;0;0;0
5051;Kleeblatt;das;cloverleaf (vierblättriges Kleeblatt = four-leaf clover);;0;0;0
5052;Allem Anschein nach;;apparently;;0;0;0
5053;Anstelle einer Antwort;;no lugar da resposta;;0;0;0
5054;Schlüsselbein;das;collarbone (clavícula);;0;0;0
5055;Laken;das;sheet (Laken des Bettes);;0;0;0
5056;speien;;to spit (lave, feuer, wasser), to vomit (=sich übergeben);;0;0;0
5057;schnappen;;to snap, to grap, to catch (very quick);;0;0;0
5058;Zuckung;die;twitch (contração), convulsion (stärker, krampfhaft);;0;0;0
5059;im Augenwinkel;;de canto de olho (~ sah ich jemanden);;0;0;0
5060;im Fall des Falles;;em todos os casos, no caso dos casos;;0;0;0
5061;taugen;;to be suitable, to be good (Männer taugen einfach nichts = homem não valhe nada);;0;0;0
5062;einschläfern;;to send to sleep, to give a soporific (= narkotisieren), to put down (matar Animal);;0;0;0
5063;beängstigen;;to alarm, to scare;;0;0;0
5064;Auster;die;oyster;;0;0;0
5065;unversehrt;;unscathed (ileso, são e salvo), intact;;0;0;0
5066;Stützkragen;der;tipóia que coloca no pesoço devido a lesão;;0;0;0
5067;Halswirbel;der;vértebra do pescoço;;0;0;0
5068;hartnäckig;;stubborn, persistent, persistently;;0;0;0
5069;abzeichnen;;to stand out (sichtbar sein), to emerge;;0;0;0
5070;Abzeichen;das;badge, insignia (MIL);;0;0;0
5071;Keil;der;wedge (cunha, objeto em forma de cunha);;0;0;0
5072;binnen;;within, (binnen Kurzem = shortly);;0;0;0
5073;anvertrauen;;to entrust sth to sb, to confide sth to sb (jdm etwas ~);;0;0;0
5074;wettern;;to curse and swear (gegen) (auf etwas ~);;0;0;0
5075;Wimperntusche;die;mascara (rimel);;0;0;0
5076;Stimmband;das;vocal chord;;0;0;0
5077;Speichel;der;saliva;;0;0;0
5078;klebrig;;sticky, adhesive (=klebfähig) (Ihr Speichel was sehr klebrig);;0;0;0
5079;Brechreiz;der;nausea;;0;0;0
5080;Gleichgültigkeit;die;indifference (gegen);;0;0;0
5081;Schleimer(in);der;bootlicker (puxa-saco), apple polisher;;0;0;0
5082;Eingeständnis;das;admission, confession;;0;0;0
5083;Bosheit;die;malice, malicious remark (Bemerkung);;0;0;0
5084;verkuppeln;;to pair off, jdn an jdn verkuppeln (to procure sb for sb (Zuhälter);;0;0;0
5085;Zuhälter;der;pimp (cafetão);;0;0;0
5086;Neuling;der;newcomer;;0;0;0
5087;rechtfertigen;;to justify, to justify oneself;;0;0;0
5088;untergeben;;subordinate;;0;0;0
5089;Würde;die;dignity, honour, honor;;0;0;0
5090;regelrecht;;real, really;;0;0;0
5091;nähern;;(sich jdm/einer Sache ~ = to approach (sb/sth);;0;0;0
5092;Pfad;der;path (auch IT);;0;0;0
5093;Pfadfinder;der;(boy) Scout (escoteiro);;0;0;0
5094;ersteigern;;to buy at an auction;;0;0;0
5095;vorerst;;for the time being;;0;0;0
5096;Workshop;der;workshop;;0;0;0
5097;betonen;;to emphasize;;0;0;0
5098;sämtlich;;all, complete;;0;0;0
5099;untersagen;;to forbid (Das Rauchen ist hier strengsten untersagt;;0;0;0
5100;elend;;wretched (triste, pobre, escasso, awful);;0;0;0
5101;Thermometer;das;thermometer;;0;0;0
5102;Grad;der;degree;;0;0;0
5103;steil;;steep, steeply;;0;0;0
5104;einwilligen;;to consent;;0;0;0
5105;nach und nach;;little by little (time);;0;0;0
5106;nach wie vor;;still (time);;0;0;0
5107;Kehlkopf;der;larynx (laringe);;0;0;0
5108;Verzeichnis;das;index, records;;0;0;0
5109;Gläubiger;der;creditor (HANDEL);;0;0;0
5110;Gewand;das;clothes, robe, garment (~ Kleidungsstück);;0;0;0
5111;alle für einen und einer für alle;;die drei Musketiere;;0;0;0
5112;Schnabel;der;beak (~ Vogelschnabel);;0;0;0
5113;räuspern;;to clear one´s throat;;0;0;0
5114;vergelten;;to repay sb for sth (jdm etwas vergelten);;0;0;0
5115;erlesen;;exquisite (ein erlesener Kreis = a select circle);;0;0;0
5116;Tugend;die;virtue;;0;0;0
5117;Gewühl;das;crowd, chaos;;0;0;0
5118;Gemahl;der;spouse, husband (alt, förml);;0;0;0
5119;Ungetüm;das;monster;;0;0;0
5120;Anlauf;der;run-up (SPORT), attempt, try (Versuch);;0;0;0
5121;Gemächern;die;coisas;;0;0;0
5122;verfügen;;to have sth at one´s disposal, to order;;0;0;0
5123;Tüpfelchen;das;dot (.);;0;0;0
5124;unvorhersehbar;;not predictable;;0;0;0
5125;trudeln;;to spin (FLUG);;0;0;0
5126;Sinkflug;der;descent (FLUG);;0;0;0
5127;abgesehen von jdm/etwas;;apart from sb/sth;;0;0;0
5128;stand da wie bestellt und nicht abgeholt;;expressão;;0;0;0
5129;jenseits (+ gen);;jenseits von = on the other side of, 2km jenseits der Grenze = 2km beyond the border;;0;0;0
5130;verschwimmen;;to become blurred or indistinct, (ineinander ~ = to melt or merge into one another);;0;0;0
5131;verzieren;;to decorate;;0;0;0
5132;einvernehmlich;;consensual, consensually;;0;0;0
5133;bewahrheiten;;to prove to be well-founded, to come true (Prophezeiung);;0;0;0
5134;aufheben;;to abolish, to lift (Blockade), to cancel (Vertrag);;0;0;0
5135;dennoch;;nevertheless;;0;0;0
5136;gönnen;;(sich etwas gönnen = to allow oneself sth);;0;0;0
5137;selig;;blessed, overjoyed (glücklich);;0;0;0
5138;ernüchtern;;to bring down to earth;;0;0;0
5139;Irrglaube;der;heresy, mistaken belief;;0;0;0
5140;verwickeln;;to tangle (envolver (em algum plano, armação));;0;0;0
5141;zielstrebig;;determined;;0;0;0
5142;Zielstrebigkeit;die;determination;;0;0;0
5143;Belastbarkeit;die;ability to cope with stress, load-bearing capacity;;0;0;0
5144;Ellenbogengesellschaft;die;dog-eat-dog society (ninguém pensa em ninguém);;0;0;0
5145;Einfühlungsvermögen;das;capacity for understanding, empathy;;0;0;0
5146;Aufseher(in);der;supervisor, guard;;0;0;0
5147;Halbwertzeit;die;half-life (PHYS);;0;0;0
5148;Durchsetzungsvermögen;der;ability to assert oneself (erreicht, dass etwas gemacht wird, obwohl andere dagegen sind;;0;0;0
5149;Pegelstand;der;water level;;0;0;0
5150;scharen;;(Menschen um sich scharen = to gather people around one) (sich um jdn/etwas scharen = to gather around sb/sth);;0;0;0
5151;Pfandleihe (das Pfandhaus);die;pawnshop;;0;0;0
5152;MittelmäBigkeit;die;mediocrity;;0;0;0
5153;vertun;;to waste, (to slip up = pisar na bola, ich habe mich schwer vertan);;0;0;0
5154;wetzen;;to whet (to sharpen) (Die Messer sind gewetzt);;0;0;0
5155;Schwätzer (in);der;tagarela, chatterbox;;0;0;0
5156;hetzen;;to rush, to agitate;;0;0;0
5157;ansteigen;;to rise;;0;0;0
5158;zersplittern;;to fragment, to split up, to shatter (despedaçar);;0;0;0
5159;Zusage;die;promise (Versprechen), acceptance (Annahme), consent (Zustimmung);;0;0;0
5160;pauken;;to study up on, lernen (to swot = estudo esforçado);;0;0;0
5161;bewältigen;;to cope with (Problem), to manage (etwas bewältigen – etwas schaffen );;0;0;0
5162;Kultusminister;der;minister of education and the arts;;0;0;0
5163;Beteiligte;der;person involved;;0;0;0
